image	type	mode	inode	offset	size	crc32	path	target	extracted_path
image-0	file	101555	2147483802	43376640	19556	6fdec716	bin/slay		image-0/bin/slay
image-0	file	101555	2147483803	43397120	40979	f6ae0aa7	bin/cp		image-0/bin/cp
image-0	file	100444	323	43438099	4061	736f439d	usr/share/lua/socket.lua		image-0/usr/share/lua/socket.lua
image-0	file	101555	2147483804	43442176	12861	6245963b	bin/rm		image-0/bin/rm
image-0	file	101555	2147483805	43458560	24737	dd01fd27	bin/waitfor		image-0/bin/waitfor
image-0	file	101555	2147483806	43487232	14294	9784a17f	bin/shutdown		image-0/bin/shutdown
image-0	file	101555	2147483807	43503616	14030	7ab1073b	bin/chmod		image-0/bin/chmod
image-0	file	101555	2147483808	43520000	13659	aa9f26eb	bin/ln		image-0/bin/ln
image-0	file	101555	2147483809	43536384	22834	e14f981e	bin/stty		image-0/bin/stty
image-0	file	101555	2147483810	43560960	9541	e1c4289d	bin/nice		image-0/bin/nice
image-0	file	101555	2147483811	43573248	24737	376379f5	bin/on		image-0/bin/on
image-0	file	101555	2147483812	43601920	26560	c10408a6	bin/df		image-0/bin/df
image-0	file	101555	2147483813	43630592	12682	4a8336cc	bin/du		image-0/bin/du
image-0	file	101555	2147483814	43646976	378209	16553574	bin/screen		image-0/bin/screen
image-0	file	101555	2147483815	44027904	19560	174d5b29	bin/adl		image-0/bin/adl
image-0	file	101555	2147483816	44048384	73459	6d09bebb	sbin/devc-seromap		image-0/sbin/devc-seromap
image-0	file	101555	2147483817	44122112	1077454	a26b9b45	sbin/io-pkt-v4-hc		image-0/sbin/io-pkt-v4-hc
image-0	file	101555	2147483818	45203456	186852	6f9c73bc	sbin/pfctl		image-0/sbin/pfctl
image-0	file	101555	2147483819	45391872	62258	92d23314	sbin/devb-mmcsd-jacinto5teb		image-0/sbin/devb-mmcsd-jacinto5teb
image-0	file	101555	2147483820	45457408	104485	86fc5d07	sbin/fs-etfs-jacinto5_micron		image-0/sbin/fs-etfs-jacinto5_micron
image-0	file	101555	2147483821	45563904	28526	158b4704	sbin/i2c-omap35xx-j5		image-0/sbin/i2c-omap35xx-j5
image-0	file	101555	2147483822	45592576	130938	fa0f6300	sbin/io-usb		image-0/sbin/io-usb
image-0	file	101555	2147483823	45723648	31206	10f3b88f	sbin/usb		image-0/sbin/usb
image-0	file	101555	2147483824	45756416	46866	e8ad470	sbin/devb-umass		image-0/sbin/devb-umass
image-0	file	101555	2147483825	45805568	33978	c5fb041c	sbin/enum-devices		image-0/sbin/enum-devices
image-0	file	101555	2147483826	45842432	22703	d93c6f4	sbin/enum-usb		image-0/sbin/enum-usb
image-0	file	101555	2147483827	45867008	131359	553cb5ce	sbin/fdisk		image-0/sbin/fdisk
image-0	file	101555	2147483828	46002176	76987	99bd3fa0	sbin/mkqnx6fs		image-0/sbin/mkqnx6fs
image-0	file	101555	2147483829	46080000	132894	49dd3295	sbin/devc-serusb		image-0/sbin/devc-serusb
image-0	file	101555	2147483830	46215168	50222	6d97933e	sbin/qkcp		image-0/sbin/qkcp
image-0	file	101555	2147483831	46268416	46018	bf40e21f	sbin/chkqnx6fs		image-0/sbin/chkqnx6fs
image-0	file	101555	2147483832	46317568	27300	ca6619bd	usr/bin/etfsctl		image-0/usr/bin/etfsctl
image-0	file	101555	2147483833	46346240	8698	22b54c48	usr/bin/sleep		image-0/usr/bin/sleep
image-0	file	101555	2147483834	46358528	10671	80fe8524	usr/bin/touch		image-0/usr/bin/touch
image-0	file	101555	2147483835	46370816	21398	c329d2ce	usr/bin/use		image-0/usr/bin/use
image-0	file	101555	2147483836	46395392	11256	e2ac2722	usr/bin/which		image-0/usr/bin/which
image-0	file	101555	2147483837	46407680	25028	635fafe4	usr/bin/dev-gpio		image-0/usr/bin/dev-gpio
image-0	file	101555	2147483838	46436352	44251	adaee279	usr/bin/grep		image-0/usr/bin/grep
image-0	file	101555	2147483839	46481408	88391	99a348fe	usr/bin/find		image-0/usr/bin/find
image-0	file	101555	2147483840	46571520	197028	d8828c2	usr/bin/persistency_mgr		image-0/usr/bin/persistency_mgr
image-0	file	101555	2147483841	46772224	13669	d7b6e57c	usr/bin/tinit		image-0/usr/bin/tinit
image-0	file	101555	2147483842	46788608	25876	7179d6ef	usr/bin/random		image-0/usr/bin/random
image-0	file	101555	2147483843	46817280	24615	f969fcf2	usr/bin/sort		image-0/usr/bin/sort
image-0	file	101555	2147483844	46845952	8764	464400da	usr/bin/inject		image-0/usr/bin/inject
image-0	file	101555	2147483845	46858240	47312	700fab98	usr/bin/isodigest		image-0/usr/bin/isodigest
image-0	file	101555	2147483846	46907392	484529	591f16b0	usr/bin/openssl		image-0/usr/bin/openssl
image-0	file	101555	2147483847	47394816	15617	33b6206a	usr/bin/iocupdate		image-0/usr/bin/iocupdate
image-0	file	101555	2147483848	47411200	274353	3c280c38	usr/bin/authenticationService		image-0/usr/bin/authenticationService
image-0	file	101555	2147483849	47685632	25606	56f0138	usr/bin/service-monitor		image-0/usr/bin/service-monitor
image-0	file	101555	2147483850	47714304	70990	63045f83	usr/bin/DBusGateway		image-0/usr/bin/DBusGateway
image-0	file	101555	2147483851	47788032	8252	c317e794	usr/bin/hashCalc		image-0/usr/bin/hashCalc
image-0	file	101555	2147483852	47800320	74827	ad33de76	usr/sbin/dev-ipc		image-0/usr/sbin/dev-ipc
image-0	file	101555	2147483853	47878144	39293	5c21b6ea	usr/sbin/mcd		image-0/usr/sbin/mcd
image-0	file	101555	2147483854	47919104	87942	eacb8153	usr/sbin/pps		image-0/usr/sbin/pps
image-0	file	101555	2147483856	48009216	141198	d6b5c84e	usr/bin/lua		image-0/usr/bin/lua
image-0	file	100555	3221225682	48152576	8328	7014dde1	usr/lib/lua/bit.so		image-0/usr/lib/lua/bit.so
image-0	file	100555	3221225683	48164864	11764	788d35d3	usr/lib/lua/crypto.so		image-0/usr/lib/lua/crypto.so
image-0	file	100555	3221225684	48177152	15295	28791aaf	usr/lib/lua/device.so		image-0/usr/lib/lua/device.so
image-0	file	100555	3221225685	48193536	8274	7d484fef	usr/lib/lua/fd.so		image-0/usr/lib/lua/fd.so
image-0	file	100555	3221225686	48205824	10047	26afea03	usr/lib/lua/iconv.so		image-0/usr/lib/lua/iconv.so
image-0	file	100555	3221225687	48218112	15361	b5d108e8	usr/lib/lua/ipc.so		image-0/usr/lib/lua/ipc.so
image-0	file	100555	3221225688	48234496	14030	f848e978	usr/lib/lua/json.so		image-0/usr/lib/lua/json.so
image-0	file	100555	3221225689	48250880	14796	2470699e	usr/lib/lua/lfs.so		image-0/usr/lib/lua/lfs.so
image-0	file	100555	3221225691	48267264	12548	fcf69203	usr/lib/lua/mime/core.so		image-0/usr/lib/lua/mime/core.so
image-0	file	100555	3221225693	48283648	11229	64bbfb7c	usr/lib/lua/omap/gpio.so		image-0/usr/lib/lua/omap/gpio.so
image-0	file	100555	3221225694	48295936	13714	16e7dcce	usr/lib/lua/pps.so		image-0/usr/lib/lua/pps.so
image-0	file	100555	3221225695	48312320	40590	e68ecd2e	usr/lib/lua/libqdb.so.1		image-0/usr/lib/lua/libqdb.so.1
image-0	symlink	120555	3221225696	0	0	0	usr/lib/lua/qdb.so	libqdb.so.1	
image-0	file	100555	3221225698	48353280	34470	a24b819a	usr/lib/lua/socket/core.so		image-0/usr/lib/lua/socket/core.so
image-0	file	100555	3221225699	48390144	9135	87391e27	usr/lib/lua/sound.so		image-0/usr/lib/lua/sound.so
image-0	file	100555	3221225700	48402432	24655	3c7a2494	usr/lib/lua/ssl.so		image-0/usr/lib/lua/ssl.so
image-0	file	100555	3221225701	48431104	24156	4e588468	usr/lib/lua/svcipc.so		image-0/usr/lib/lua/svcipc.so
image-0	file	100555	3221225702	48455680	22466	ffd921e7	usr/lib/lua/timer.so		image-0/usr/lib/lua/timer.so
image-0	file	100555	3221225703	48480256	15874	c69533cd	usr/lib/lua/trace.so		image-0/usr/lib/lua/trace.so
image-0	file	100555	3221225704	48496640	52304	aa7b9ef8	usr/lib/lua/libvcardInterface.so.1		image-0/usr/lib/lua/libvcardInterface.so.1
image-0	symlink	120555	3221225705	0	0	0	usr/lib/lua/vcardInterface.so	libvcardInterface.so.1	
image-0	file	100555	3221225706	48549888	28065	551cd767	usr/lib/lua/zip.so		image-0/usr/lib/lua/zip.so
image-0	file	100555	3221225803	48578560	51364	58f9a3f0	usr/lib/dll/WatchdogDbusInterface.so		image-0/usr/lib/dll/WatchdogDbusInterface.so
image-0	file	101555	2147483986	48631808	311886	195fd84d	usr/bin/dbus-daemon		image-0/usr/bin/dbus-daemon
image-0	file	101555	2147483987	48947200	17124	ba39cfbb	usr/bin/dbus-launch		image-0/usr/bin/dbus-launch
image-0	file	100444	284	48964324	161466	6b89668c	usr/share/lua/service/toyotaConnMgr/toyotaConnMgr.lua		image-0/usr/share/lua/service/toyotaConnMgr/toyotaConnMgr.lua
image-0	file	100444	277	49125790	152674	e0b4c509	usr/share/lua/service/ota/ota.lua		image-0/usr/share/lua/service/ota/ota.lua
image-0	file	100444	242	49278464	132401	42c2bf5b	usr/share/lua/debugger.lua		image-0/usr/share/lua/debugger.lua
image-0	file	100444	298	49410865	88219	74bfaa4a	usr/share/lua/service/toyotamanager/modemanager.lua		image-0/usr/share/lua/service/toyotamanager/modemanager.lua
image-0	file	100444	288	49499084	72343	b8638631	usr/share/lua/service/toyotamanager/avclan.lua		image-0/usr/share/lua/service/toyotamanager/avclan.lua
image-0	file	100444	311	49571427	58044	798cbe69	usr/share/lua/service/TunerService/TunerInterface.lua		image-0/usr/share/lua/service/TunerService/TunerInterface.lua
image-0	file	100444	316	49629471	44693	a060e78d	usr/share/lua/services/ContactBackup/ContactBackup.lua		image-0/usr/share/lua/services/ContactBackup/ContactBackup.lua
image-0	file	100444	309	49674164	44334	61d91881	usr/share/lua/service/TunerService/TunerAMFMsvc.lua		image-0/usr/share/lua/service/TunerService/TunerAMFMsvc.lua
image-0	file	100444	241	49718498	40487	f2b43afe	usr/share/lua/connmgr/Utils.lua		image-0/usr/share/lua/connmgr/Utils.lua
image-0	file	100444	271	49758985	37841	6a25fd8b	usr/share/lua/service/bluetooth/testclient.lua		image-0/usr/share/lua/service/bluetooth/testclient.lua
image-0	file	100444	267	49796826	35590	ed3d2b96	usr/share/lua/service/bluetooth/pairingCtlr.lua		image-0/usr/share/lua/service/bluetooth/pairingCtlr.lua
image-0	file	100444	330	49832416	34103	d94750b7	usr/share/lua/ToyotaWifiSvcPAL/ToyotaWifiSvcPAL.lua		image-0/usr/share/lua/ToyotaWifiSvcPAL/ToyotaWifiSvcPAL.lua
image-0	file	100444	310	49866519	32172	b8fbd6e7	usr/share/lua/service/TunerService/TunerDABsvc.lua		image-0/usr/share/lua/service/TunerService/TunerDABsvc.lua
image-0	file	100444	304	49898691	32134	3f73ea89	usr/share/lua/service/toyotamanager/toyotamanager.lua		image-0/usr/share/lua/service/toyotamanager/toyotamanager.lua
image-0	file	100444	251	49930825	28930	a8e2c4a5	usr/share/lua/pm/pmctrl.lua		image-0/usr/share/lua/pm/pmctrl.lua
image-0	file	100444	295	49959755	26143	fac47d00	usr/share/lua/service/toyotamanager/meterlink.lua		image-0/usr/share/lua/service/toyotamanager/meterlink.lua
image-0	file	100444	312	49985898	18767	9342adb7	usr/share/lua/service/TunerService/TunerService.lua		image-0/usr/share/lua/service/TunerService/TunerService.lua
image-0	file	100444	282	50004665	14748	cb6c0af5	usr/share/lua/service/timeMgr/timeMgr.lua		image-0/usr/share/lua/service/timeMgr/timeMgr.lua
image-0	file	100444	258	50019413	14526	5e0fbbca	usr/share/lua/service/bluetooth/callManagementCtlr.lua		image-0/usr/share/lua/service/bluetooth/callManagementCtlr.lua
image-0	file	100444	255	50033939	13722	4aa15058	usr/share/lua/service/bluetooth/bttestClient.lua		image-0/usr/share/lua/service/bluetooth/bttestClient.lua
image-0	file	100444	269	50047661	13650	bf2fe72d	usr/share/lua/service/bluetooth/phoneCtlr.lua		image-0/usr/share/lua/service/bluetooth/phoneCtlr.lua
image-0	file	100444	237	50061311	12918	413c0a1a	usr/share/lua/connmgr/BtUtils.lua		image-0/usr/share/lua/connmgr/BtUtils.lua
image-0	file	100444	319	50074229	12193	d36b987d	usr/share/lua/socket/http.lua		image-0/usr/share/lua/socket/http.lua
image-0	file	100444	239	50086422	11439	28b66b4c	usr/share/lua/connmgr/IpUtils.lua		image-0/usr/share/lua/connmgr/IpUtils.lua
image-0	file	100444	243	50097861	10567	87268891	usr/share/lua/debugintrospection.lua		image-0/usr/share/lua/debugintrospection.lua
image-0	file	100444	322	50108428	10529	ea542ba1	usr/share/lua/socket/url.lua		image-0/usr/share/lua/socket/url.lua
image-0	file	100444	257	50118957	10066	bb1402d2	usr/share/lua/service/bluetooth/callbackCtlr.lua		image-0/usr/share/lua/service/bluetooth/callbackCtlr.lua
image-0	file	100444	307	50129023	9524	92e3c860	usr/share/lua/service/toyotamanager/vrmanager.lua		image-0/usr/share/lua/service/toyotamanager/vrmanager.lua
image-0	file	100444	294	50138547	9268	b5804585	usr/share/lua/service/toyotamanager/mediaClient.lua		image-0/usr/share/lua/service/toyotamanager/mediaClient.lua
image-0	file	100444	318	50147815	9120	97205d10	usr/share/lua/socket/ftp.lua		image-0/usr/share/lua/socket/ftp.lua
image-0	file	100444	240	50156935	9083	b572fcfb	usr/share/lua/connmgr/Print.lua		image-0/usr/share/lua/connmgr/Print.lua
image-0	file	100444	378	50166018	9056	e71e71da	usr/share/lua/onoff/init.lua		image-0/usr/share/lua/onoff/init.lua
image-0	file	100444	291	50175074	8196	44085a4d	usr/share/lua/service/toyotamanager/framClient.lua		image-0/usr/share/lua/service/toyotamanager/framClient.lua
image-0	file	100444	270	50183270	8184	28dca217	usr/share/lua/service/bluetooth/statusCtlr.lua		image-0/usr/share/lua/service/bluetooth/statusCtlr.lua
image-0	file	100444	246	50191454	8177	8a0a91a3	usr/share/lua/ltn12.lua		image-0/usr/share/lua/ltn12.lua
image-0	file	100444	320	50199631	7961	edffe8f4	usr/share/lua/socket/smtp.lua		image-0/usr/share/lua/socket/smtp.lua
image-0	file	100444	286	50207592	7907	e1f6b79a	usr/share/lua/service/toyotamanager/ams.lua		image-0/usr/share/lua/service/toyotamanager/ams.lua
image-0	file	100444	297	50215499	7648	be11bde1	usr/share/lua/service/toyotamanager/miscClient.lua		image-0/usr/share/lua/service/toyotamanager/miscClient.lua
image-0	file	100444	280	50223147	7542	70c0e377	usr/share/lua/service/SimpleHandsFree/HandsFreeAudio.lua		image-0/usr/share/lua/service/SimpleHandsFree/HandsFreeAudio.lua
image-0	file	100444	244	50230689	7426	74eec726	usr/share/lua/fsm.lua		image-0/usr/share/lua/fsm.lua
image-0	file	100444	115	50238115	6906	fbf4db7e	etc/fontconfig/fonts.dtd		image-0/etc/fontconfig/fonts.dtd
image-0	file	100444	263	50245021	6616	8ce4dc8a	usr/share/lua/service/bluetooth/containers/device.lua		image-0/usr/share/lua/service/bluetooth/containers/device.lua
image-0	file	100444	266	50251637	6593	dab7b80d	usr/share/lua/service/bluetooth/main.lua		image-0/usr/share/lua/service/bluetooth/main.lua
image-0	file	100444	289	50258230	6593	6f23c753	usr/share/lua/service/toyotamanager/deviceStatus.lua		image-0/usr/share/lua/service/toyotamanager/deviceStatus.lua
image-0	file	100444	238	50264823	6461	6e82b3fd	usr/share/lua/connmgr/CallTree.lua		image-0/usr/share/lua/connmgr/CallTree.lua
image-0	file	100444	313	50271284	5110	5a4a1d76	usr/share/lua/service.lua		image-0/usr/share/lua/service.lua
image-0	file	100444	275	50276394	4613	306042fe	usr/share/lua/service/diagnostics/micdiagnostics.lua		image-0/usr/share/lua/service/diagnostics/micdiagnostics.lua
image-0	file	100444	292	50281007	4084	410c5fe5	usr/share/lua/service/toyotamanager/hmiClient.lua		image-0/usr/share/lua/service/toyotamanager/hmiClient.lua
